row_index,text_used,job_title,employer,state,salary_low_end,salary_high_end,pay_basis,skill_categories_required,skill_categories_preferred,skill_categories_mentioned,election_security_explicit,degree_required,degree_field,min_years_experience,experience_can_substitute,certifications_required,certifications_preferred,certifications_substitutable,job_classification,classification_confidence,position_elected,full_time,remote_hybrid,registered_voters,text_confidence
125,stub,Information Technology Specialist,Leon County Supervisor of Elections Office,Florida,40000.0,50000.0,yearly,it_cyber,,it_cyber,False,,,,,,,,election_official,high,,,,,high
126,full_text,Training Program Manager,"Charleston County Government, Board of Voter Registration &amp; Elections",South Carolina,68140.0,82000.0,yearly,personnel|comms|ops,,personnel|comms|ops|pm|data,False,bachelor,,3.0,False,State Certification within 18 months of hire,,Certified Election/Registration Administrator (CERA) designation within 4 years of employment,election_official,high,False,True,on_site,,high
127,full_text,Certification Project Manager,VotingWorks,,104000.0,150000.0,yearly,pm,,pm|it_cyber|intergovt,True,,,,,,,,not_election_official,high,False,True,hybrid,,high
128,full_text,Director of Elections Information Technology (Division Director - Technology),King County Elections,Washington,172757.31,218980.11,yearly,it_cyber|pm|personnel|gis,ops|vr|legal|data|budget|comms|intergovt,it_cyber|pm|personnel|gis|ops|vr|legal|data|budget|comms|intergovt,True,,,,,,,,top_election_official,high,False,True,hybrid,1400000.0,high
129,full_text,Elections Director,New Hanover County Board of Elections,North Carolina,79291.0,134795.0,yearly,ops|vr|legal|pm|personnel|budget|comms|intergovt,,ops|vr|legal|data|pm|personnel|budget|comms|intergovt|gis,False,bachelor,Political Science or related field,7.0,True,,NC Election Administrator|CERA - Certified Elections/Registration Administrator,,top_election_official,high,False,True,on_site,183400.0,high
130,stub,Registrar of Voters,Sonoma County,California,195036.0,237072.0,yearly,ops|vr|legal|comms|personnel|pm,,pm|comms|personnel|legal|vr|ops,True,,,,,,,,top_election_official,high,False,,,,high
131,full_text,Sales Director,SOE Software,,70000.0,80000.0,yearly,comms|pm,it_cyber,comms|pm|it_cyber|intergovt,False,bachelor,"telecommunications, business, technology, or related discipline",5.5,,,,,not_election_official,high,False,True,remote,,high
132,full_text,Ballot Processing Supervisor,King County Elections,Washington,40.24,51.01,hourly,ops|personnel|pm|legal,it_cyber|data|comms|intergovt,pm|legal|ops|data|it_cyber|intergovt|personnel|vr|comms,True,,,,,,,,election_official,high,False,True,hybrid,1400000.0,high
133,full_text,Elections and Recording Manager,Marion County,Oregon,89481.6,119870.4,yearly,ops|vr|legal|data|pm|personnel|budget|gis,,ops|vr|legal|it_cyber|data|pm|personnel|budget|gis,False,,,,,,,,election_official,high,False,True,on_site,,high
134,full_text,Elections Technician,Marion County,Oregon,22.81,30.56,hourly,vr|ops|data|legal,,vr|ops|data|legal|personnel|comms,False,,,,,,,,election_official,high,False,True,on_site,,high
135,stub,Online Voting System Product Owner,Free Democracy Foundation,,,,,,,it_cyber|pm|comms|intergovt,True,,,,,,,,not_election_official,high,,,,,high
136,full_text,Senior Elections Supervisor,Placer County Clerk-Recorder-Elections Office,California,69056.0,86195.2,yearly,ops|personnel|budget|legal|it_cyber,,ops|legal|it_cyber|data|personnel|budget|comms|intergovt,False,associate,"business administration, public administration or a related field",5.0,True,,,,election_official,high,False,True,on_site,,high
137,full_text,Assistant Elections Supervisor,Ottawa County,Michigan,30.67,39.88,hourly,ops|legal|it_cyber|data|pm|personnel|comms,,ops|legal|it_cyber|data|pm|personnel|comms,False,bachelor,"public administration, business administration, business information systems, political science, or other relevant field",2.0,True,,,,election_official,high,False,True,on_site,,high
138,full_text,City Clerk,City of Vernon,California,189584.0,230441.0,yearly,ops|legal|data|personnel,comms,personnel|ops|legal|comms|data,False,,,,,,,,top_election_official,high,False,True,hybrid,,high
139,full_text,Director of Elections/General Registrar,City of Richmond,Virginia,131504.0,219600.0,yearly,ops|vr|legal|personnel|budget|comms|intergovt,it_cyber|data,ops|vr|legal|it_cyber|data|personnel|budget|comms|intergovt,True,bachelor,"public administration, Management, Business Administration, or related area",5.0,False,Election Official certification,Certified Election Official|Certified Legal Professional,,top_election_official,high,False,True,on_site,,high
140,full_text,Elections Training & Communications Coordinator,Coconino County,Arizona,52889.28,76807.28,yearly,comms|ops|personnel|data,comms|personnel,comms|ops|personnel|data|legal|it_cyber|bilingual,False,bachelor,"education, political science or related field",2.0,True,Arizona Secretary of State Elections Officer certification,,,election_official,high,False,True,on_site,,high
141,stub,Senior Organizer,Common Cause,Colorado,72100.0,89610.0,yearly,bilingual,,vr|comms|bilingual,False,,,,,,,,not_election_official,high,False,True,hybrid,,high
142,full_text,Deputy City Clerk,City of Madison,Wisconsin,83478.98,100326.72,yearly,ops|legal|personnel|budget|comms,vr|data|pm|intergovt,ops|vr|legal|data|pm|personnel|budget|comms|intergovt,True,bachelor,,2.0,True,,,,top_election_official,high,False,True,on_site,,high
143,full_text,Research and Policy Analyst,City of Richmond,Virginia,71875.0,113000.0,yearly,legal|data|pm,legal|it_cyber|data|gis|bilingual,legal|ops|vr|data|pm|it_cyber|gis|bilingual,False,bachelor,"Public Policy, Political Science, Economics, Social Sciences, or related field",2.0,True,,,,election_official,high,False,True,on_site,,high
144,full_text,VoteWA Support Manager,Washington Secretary of State's Office,Washington,102000.0,110004.0,yearly,ops|vr|legal|personnel|comms|intergovt,,ops|vr|legal|it_cyber|data|personnel|comms|intergovt,True,,,,,,,,top_election_official,high,False,True,on_site,,high
145,full_text,Program Coordinator II (Voter Registration),Yavapai County Government,Arizona,25.74,32.82,hourly,vr|ops|data|pm|personnel|legal|comms,,vr|ops|data|pm|personnel|legal|comms,False,associate,"business administration, public administration, management, behavioral science, or related field",2.0,True,,,,election_official,high,False,True,on_site,,high
146,full_text,Voter Services Manager,City of Richmond,Virginia,26.84,41.49,hourly,vr|ops|legal|personnel|data,legal|data|pm|gis|bilingual,pm|legal|gis|ops|data|personnel|vr|bilingual,False,bachelor,"public administration, business management, organizational development, project management",2.0,True,,,,election_official,high,False,True,on_site,,high
147,stub,Automatic Voter Registration Policy Specialist,Oregon Secretary of State,Oregon,6437.0,9889.0,monthly,legal|vr,,legal|vr|data|personnel|intergovt|comms,False,,,,,,,,election_official,high,False,,,,high
148,stub,Clerk-Recorder/Registrar of Voters,"County of Nevada, California",California,188453.4,188453.4,yearly,ops|vr|personnel|budget|comms|intergovt,,ops|vr|personnel|budget|comms|intergovt,False,,,,,,,,top_election_official,high,True,,,,high
149,full_text,Elections Coordinator,"Chatham County, North Carolina",North Carolina,53101.0,67705.0,yearly,ops|personnel|legal|data|comms,it_cyber,it_cyber|comms|personnel|legal|ops|data,False,bachelor,"education, political science, communications, or computer science",2.0,True,,,,election_official,high,False,True,on_site,,high
150,full_text,Elections Manager,City and County of Broomfield,Colorado,102564.8,138756.8,yearly,ops|legal|personnel|budget|pm,ops|vr|legal|personnel|budget|pm|comms|intergovt,ops|vr|legal|it_cyber|personnel|budget|pm|comms|intergovt,True,bachelor,"political science, communications, public administration, business, organizational management or related field",5.0,False,Colorado State Election Certification,Certified Election Registration Administrator (CERA),,election_official,high,False,True,hybrid,,high
151,full_text,Elections Manager,San Joaquin County Registrar of Voters Office,California,8294.46,10081.96,monthly,ops|personnel|budget,,ops|vr|personnel|budget|data,False,,,,,,,,election_official,high,False,True,,,high
152,stub,Program Manager,Common Cause,North Carolina,82400.0,97850.0,yearly,,,legal|comms|pm|intergovt,False,,,,,,,,not_election_official,high,False,True,hybrid,,high
153,full_text,Election Services Supervisor,County of Sonoma,California,81439.42,98992.1,yearly,ops|vr|legal|data|personnel,it_cyber|comms|intergovt,ops|vr|legal|data|personnel|it_cyber|comms|intergovt,False,,,4.0,True,,,,election_official,high,False,True,on_site,,high
154,full_text,Elections Division Manager,Washington County (MN),Minnesota,87276.8,119246.4,yearly,ops|vr|legal|personnel|budget|comms|intergovt,it_cyber|data,legal|ops|data|it_cyber|intergovt|budget|personnel|vr|comms,True,bachelor,"political science, public administration, public policy, or related field",5.0,True,,,,top_election_official,high,False,True,on_site,,high
155,full_text,Ballot Processing Supervisor,King County Elections,Washington,41.75,52.92,hourly,ops|personnel|pm,comms,ops|personnel|pm|comms|legal,False,,,,,,,,election_official,high,False,True,hybrid,1400000.0,high
156,full_text,Departmental Analyst (Support) – Training and Election Assistance,Michigan Department of State,Michigan,54766.4,81806.4,yearly,vr|legal|ops,,vr|legal|ops|comms|personnel,False,bachelor,any,0.0,True,,,,election_official,high,False,True,hybrid,,high
157,full_text,Departmental Analyst (Training),Michigan Department of State,Michigan,54766.4,81806.4,yearly,legal|comms|personnel|data,it_cyber|pm,it_cyber|pm|personnel|legal|comms|data,False,bachelor,,0.0,True,,,,election_official,high,False,True,on_site,,high
158,full_text,Executive Secretary E10 - Election Administration,"State of Michigan, Department of State",Michigan,50398.4,67537.6,yearly,ops|data|pm|personnel,,ops|data|pm|personnel|it_cyber,False,high_school,,5.0,True,,,,election_official,high,False,True,on_site,1604.0,high
159,stub,Project Manager,National Conference of State Legislatures (NCSL),,90061.0,90061.0,yearly,pm|intergovt,,pm|intergovt|legal,False,,,,,,,,not_election_official,high,False,True,hybrid,,high
160,stub,Chief Financial Officer II,New Mexico Secretary of State,New Mexico,68302.0,109283.0,yearly,budget|ops,,budget|ops|legal|intergovt,False,,,,,,,,not_election_official,high,False,True,,,high
161,full_text,Elections & Recording Principal Manager - County Clerk,Lane County,Oregon,112091.2,153462.4,yearly,ops|vr|legal|data|budget|personnel,comms|intergovt,ops|vr|legal|data|budget|personnel|comms|intergovt,False,,,10.0,True,,,,top_election_official,high,False,True,on_site,,high
162,stub,"Deputy County Administrator – Finance, Property & License Management",Otter Tail County,Minnesota,,,,budget|legal|intergovt|ops,,budget|legal|intergovt|ops|data|personnel|pm,False,,,,,,,,borderline,low,False,True,,,high
163,full_text,Elections Director,Twin Falls County,Idaho,25.75,25.75,hourly,ops|vr|legal|data|pm|comms,,ops|vr|legal|data|pm|comms|personnel|budget,False,high_school,,2.0,True,,,,election_official,high,False,True,on_site,,high
164,stub,Customer Success Manager,ElectSure,,,,,,,comms,False,,,,,,,,not_election_official,high,,,,,high
165,full_text,Deputy Auditor of Elections,Story County,Iowa,71020.2,82856.9,yearly,vr|ops|legal|it_cyber|budget|personnel|comms,,vr|ops|legal|it_cyber|budget|personnel|comms,True,,,,,,,,election_official,high,False,True,,,high
166,full_text,Deputy of Elections,County of Yolo,California,111321.6,135304.0,yearly,ops|vr|legal|data|pm|personnel|budget,,ops|vr|legal|data|pm|personnel|budget|comms|intergovt,False,,,,,,,,election_official,high,False,True,on_site,,high
167,stub,Election Assistant,St. Charles County,Missouri,45192.76,45192.76,yearly,ops|personnel,,ops|personnel,False,,,,,,,,election_official,high,False,,,,high
168,full_text,Accounting & Payroll Specialist (Fiscal Specialist III),King County Elections,Washington,32.44,41.25,hourly,budget|data,pm,budget|data|pm,False,,,2.0,,,,,not_election_official,high,False,True,hybrid,1400000.0,high
169,stub,Election Administrator,"Victoria County, Texas",Texas,61494.0,76868.0,yearly,ops|vr|legal|personnel|data,,ops|vr|legal|personnel|data|intergovt,False,,,,,,,,election_official,high,,,,,high
170,full_text,Elections Analyst,"City of Portland, Office of the City Auditor",Oregon,96605.0,118768.0,yearly,legal|ops|data|comms,pm,legal|ops|data|comms|pm|personnel,False,associate,"quantitative methods, management, public administration, or related field",1.0,True,,,,election_official,high,False,True,hybrid,,high
171,stub,Elections Director,Utah County,Utah,97136.0,111716.0,yearly,ops|vr|legal|it_cyber,,ops|vr|legal|it_cyber,False,,,,,,,,top_election_official,high,,,,,high
172,stub,Voter Outreach and Election Official Recruiting Coordinator,Buncombe County NC,North Carolina,29.51,34.96,hourly,,ops,personnel|comms|ops,False,,,,,,,,election_official,high,,,,,high
173,full_text,Administrative Law Specialist 13-P15 - Litigation & Enforcement Specialist,"State of Michigan, Department of State",Michigan,32.55,61.26,hourly,legal,,legal,False,doctorate,Law,2.0,,Michigan State Bar membership in good standing,,,not_election_official,high,False,True,hybrid,,high
174,stub,Deputy Director,Jackson County Board of Elections,Ohio,48000.0,51000.0,yearly,ops|personnel,,ops|personnel|legal,False,,,,,,,,top_election_official,high,False,,,,high
175,stub,Director of Election Administration,"City of Philadelphia, Office of the City Commissioners",Pennsylvania,150000.0,165000.0,yearly,ops|personnel|budget|comms|legal,,ops|personnel|budget|comms|legal|it_cyber,False,,,,,,,,top_election_official,high,False,True,,,high
176,full_text,Elections GIS Analyst,Arapahoe County,Colorado,74877.4,119610.14,yearly,gis|data|it_cyber,bilingual,gis|it_cyber|bilingual|data,False,bachelor,Geographic Information Systems or related field,5.0,True,,,,election_official,high,False,True,hybrid,,high
177,full_text,Elections Specialist,Pinal County,Arizona,42000.0,59117.0,yearly,,,ops,False,,,,,,,,election_official,high,False,True,on_site,,high
178,stub,Precinct Logistics Technician,"Bartow County, Georgia",Georgia,36608.0,39624.0,yearly,ops|vr|data,,ops|vr|data|personnel|comms,False,,,,,,,,election_official,high,False,True,on_site,,high
179,stub,Registrar of Voters,"Marin County, California",California,182873.0,201593.0,yearly,ops|vr|legal|it_cyber|budget|comms|intergovt|personnel,it_cyber,legal|vr|it_cyber|intergovt|budget|personnel|ops|comms,True,,,,,,,,top_election_official,high,False,True,,,high
180,stub,Registration Technician,"Bartow County, Georgia",Georgia,36608.0,39624.0,yearly,vr|gis|ops,,vr|gis|ops|data,False,,,,,,,,election_official,high,False,,,,high
181,stub,Risk & Compliance Manager,Illinois State Board of Elections,Illinois,7500.0,10000.0,monthly,it_cyber|legal,,it_cyber|legal|pm,True,,,,,,,,election_official,high,False,,,,high
182,stub,"Senior Programs Officer, Elections",Election Trust Initiative,,156000.0,174000.0,yearly,pm|intergovt,comms|data,pm|intergovt|comms|data,False,,,,,,,,not_election_official,high,False,True,hybrid,,high
